64.7,65.7,3
70.833,71.3,20
73.967,74.9,8
75.6,76.767,8
85.267,85.867,9
87.833,94.667,17
95.767,96.9,17
101.47,103.67,17
104.2,108.37,17
109,111.73,17
112.7,114.47,17
116.1,117.9,17
118.53,126.4,17
130.97,133.3,12
138.77,139.03,12
141.97,142.63,23
143.63,143.9,17
146,146.07,8
147.1,147.3,22
148.57,148.63,6
151.47,153.63,24
157.5,158.2,25
162.37,167.1,23
168.3,169.77,23
171.7,172.03,23
179.1,180.53,15
181.57,182.5,15
186.27,186.6,23
187.27,188.9,13
192.67,192.83,15
194.17,194.47,19
209.77,210.63,17
212.73,213.57,17
214.4,214.8,22
216.4,217.07,8
217.63,218.37,24
235.47,235.63,22
237.57,238,22
241.57,241.6,23
242.8,247.23,23
254.5,255,23
262.3,262.83,15
266.43,266.8,15
267.07,267.57,25
270.13,270.73,15
271.97,272.3,15
275.33,275.73,1
277.07,278.27,15
279.27,280.07,15
281.27,281.37,1
283.93,284.33,2
287.83,288.3,2
291.73,291.93,2
292.53,293.7,17
294.13,294.5,17
297.33,298.63,2
312.87,314.6,19
321.93,323.13,6
328.73,329.07,17
339.27,340,25
349.63,351.17,21
353.57,354.5,21
355.13,357.6,21
375.1,377.3,21
378.27,378.57,21
380.83,381.2,2
384.97,385.6,2
387.7,389.27,22
396.73,399.77,2
409.4,409.97,25
422.67,423.63,21
