63.6,64.6,5
63.6,69.1,3
65.033,66.9,5
67.067,68.467,3
69.7,72.467,20
70.333,71.467,20
72.967,73.667,5
73.733,73.9,18
74.133,74.167,8
74.4,82.7,8
75.133,82.4,8
83.133,86.467,9
83.8,85.2,9
86.633,86.767,21
87.1,95.2,17
87.533,95.233,17
105.23,108,17
105.4,107.7,17
107.73,109.8,17
115.3,118.87,17
115.53,124,17
119,128.97,17
124.33,128.53,17
130.07,135.87,12
130.83,131.67,12
136.97,137.73,22
137.47,143.67,22
138.17,139.53,2
139.9,143.2,8
143.57,146.1,22
143.93,145.13,17
146.53,148.23,2
148.83,148.93,5
149.03,149.3,9
149.07,149.23,21
149.57,150.33,6
150,150.57,9
150.7,151.43,24
151.27,153.67,24
151.77,153.87,2
154.53,160.43,9
160.93,162.07,9
163.2,170.27,23
163.73,164.83,23
170.9,171.7,9
171.7,174.6,15
172.23,173.97,1
174.03,175.1,1
186.13,189.43,13
186.77,191.73,13
189.83,190.8,3
191.27,192.4,13
192.67,192.7,15
192.7,193.67,23
193.97,194.73,19
195.23,196.6,20
198.23,198.53,1
199,199.33,24
200.1,200.33,23
200.7,201.4,11
201.93,206.7,10
202.77,203.73,15
203.9,206.17,18
207.03,207.2,23
207.47,209.03,23
207.57,208.3,20
208.7,209.57,23
209.7,212.63,12
210.9,211.73,17
212.33,213.53,22
214.13,215,8
216.43,217.13,24
217.6,218.63,2
225.57,226.3,1
226.13,227.8,5
226.43,228.7,9
228.37,229.37,9
229.97,230.5,8
230.27,235.63,8
235.1,238.97,22
236.1,242.23,17
239.33,239.97,5
240.37,242.27,23
242.23,243.5,23
242.77,244.47,6
243.5,248.97,17
244.8,245.2,23
246.13,248.17,22
248.6,249,22
250.83,252.07,8
252.47,253.73,8
253.6,254,20
254.27,254.93,23
254.3,257.8,23
255.1,255.57,6
255.87,257.7,20
258.17,258.37,23
258.2,259.33,23
258.63,259.17,20
260.27,263.2,1
261.9,274.3,15
263.7,263.93,1
268.03,268.2,1
268.33,268.6,1
268.73,268.83,1
269.17,270.03,15
274.6,275.83,23
275.33,276.13,23
283.03,283.9,2
283.7,285.97,2
284.1,284.47,2
284.77,285.37,22
285.7,286.4,2
289.97,291,17
290.7,291.03,17
291,296.7,24
291.3,291.33,17
291.73,294.7,17
294.97,295.77,8
295.93,297.63,2
305.33,305.9,17
306.07,309.47,20
312.4,318.97,19
319.87,320.4,21
320.2,320.63,21
320.57,324.83,6
325.9,326.6,22
326.23,328.37,17
326.6,327.33,23
327.33,327.67,22
328.6,329.4,24
330.13,330.37,24
330.67,331.33,2
331.27,333.53,2
331.53,332.97,8
333.3,334.4,2
334.9,336.93,6
346.87,349.4,21
347.83,348.27,21
349.3,354.8,21
374.13,379.33,21
383.17,388.87,8
383.47,385.27,8
385.9,388.27,22
388.8,389.67,8
389.8,391.6,24
390.43,391.23,17
391.53,392.1,24
392.63,396.8,2
397.17,399.67,5
417.2,418.3,7
424.47,424.97,7
424.9,424.97,7
