#more(on1;_off2;_0.3)_&_less(off1;_on2;_1),yulab_data\1203\cevent_eye_roi_child.csv,,,,
#onset,offset,cat,index
64.5,67.167,5,1
67.2,68.133,23,2
68.167,69.7,5,3
69.733,70.767,18,4
71.1,71.4,7,5
72.2,73.633,8,6
73.7,74.533,10,7
74.767,76.1,5,8
76.467,78.067,15,9
78.167,79.833,3,10
79.933,80.633,5,11
80.667,81.7,19,12
81.733,82.367,11,13
83.1,83.5,2,14
83.567,87.5,11,15
87.6,92.1,3,16
92.133,94.033,2,17
94.367,96.433,11,18
96.633,97.233,7,19
97.267,100.23,11,20
101.3,102.63,3,21
102.7,103.3,11,22
103.37,104.73,19,23
104.83,105.13,15,24
111.63,112.03,15,26
112.1,112.7,21,27
114.03,114.57,13,28
115.23,115.73,15,29
115.9,125.97,21,30
127.6,128.17,3,32
128.23,134.5,12,33
134.6,134.83,2,34
134.87,135.53,19,35
136.73,138.13,25,36
139.27,140.83,21,37
141.37,142.2,25,38
145.5,149.03,21,39
149.23,150.9,16,40
150.93,151.73,22,41
151.93,155.43,21,42
155.53,156.23,15,43
156.3,157.9,21,44
159.87,161.2,21,45
161.27,162.73,8,46
162.83,163.1,12,47
163.37,163.8,21,48
163.87,164.5,8,49
169.73,170.2,8,51
170.23,170.47,7,52
170.53,173.5,22,53
173.53,174.47,8,54
174.53,180.57,24,55
180.63,182.63,8,56
182.63,189.23,24,57
189.3,189.6,8,58
197.03,197.3,19,61
197.37,197.97,14,62
198.03,198.77,15,63
198.87,200.07,7,64
200.77,201.93,15,65
202,203.6,16,66
204.33,205.3,21,67
205.37,205.73,7,68
205.77,206.33,21,69
206.43,206.73,2,70
206.8,212.57,21,71
214.23,215.6,21,72
217.1,217.47,21,73
217.73,218.23,7,74
218.9,219.3,11,76
219.4,219.93,10,77
219.97,220.67,12,78
220.73,227.63,11,79
227.73,229.23,15,80
229.7,233.2,25,81
233.53,233.8,7,82
234.1,236.9,11,83
237,238.2,3,84
238.4,240.57,11,85
240.6,243.3,15,86
247.33,249.53,11,88
252.87,255.83,11,89
255.93,258.67,14,90
258.77,259.33,11,91
260.2,263.3,11,92
264.57,265.2,25,93
266.13,266.77,24,94
267.87,268.17,2,95
269.53,271.4,11,96
271.47,272.4,7,97
272.47,274.27,11,98
274.33,276.27,2,99
276.4,276.63,12,100
276.7,279.3,11,101
279.4,280.1,10,102
280.57,281.23,24,103
281.6,282.23,15,104
282.3,283.57,8,105
283.87,284.27,3,106
284.33,289.27,8,107
289.37,289.9,22,108
291.43,296.17,24,110
300.6,303.03,12,112
303.1,303.33,16,113
303.4,305.57,24,114
305.63,307.97,8,115
308.3,309.3,11,116
309.67,310.2,6,117
310.73,311.93,24,118
312.27,313.27,8,119
313.33,314.37,10,120
314.43,315.23,22,121
315.47,317.53,11,122
317.67,318,10,123
318.63,326.8,11,124
327.63,329.4,1,125
329.63,335.67,11,126
337.37,338.93,21,127
339.03,339.8,11,128
340.23,340.5,21,129
340.57,340.8,1,130
340.9,341.77,11,131
341.83,342.5,21,132
343.1,343.33,21,133
344.2,355.8,15,134
356.13,356.57,16,135
356.63,357.27,1,136
357.37,357.7,16,137
358.6,358.83,9,138
358.87,359.77,21,139
366.03,366.27,16,141
366.33,367.03,1,142
367.4,369.07,14,143
369.13,370.03,21,144
375.13,375.47,11,146
382.33,383.13,11,148
384.2,384.93,11,149
392.73,393.73,11,151
395,395.3,25,152
396.67,398.43,25,153
403.8,405.27,25,155
406,406.33,25,156
409.33,410.27,25,157
413.8,414.13,25,158
419.57,419.83,25,159
420.47,421.87,3,160
422.47,423.67,21,161
423.7,424.1,13,162
424.17,425.87,11,163
426,426.23,5,164
426.3,426.6,25,165
426.73,428.73,5,166
429.93,431.27,25,167
432.93,434.23,11,168
435.93,436.27,25,169
436.47,437,16,170
437.27,437.73,21,171
445.53,448.13,11,174
452.53,453.27,25,175
453.87,455.37,16,176
455.4,456.23,9,177
456.4,457.9,11,178
457.97,459.67,16,179
459.73,460,13,180
466.23,467.87,25,181
470.23,470.7,12,183
470.77,472.27,11,184
472.37,472.73,16,185
473.3,475.2,24,187
475.23,476.57,11,188
479.07,480.07,11,189
482.67,483.07,11,190
485.83,488.6,25,191
491,499.53,11,192
501.03,505.33,11,193
505.43,505.73,3,194
506.33,506.57,21,195
506.83,507.07,5,196
507.33,510.37,21,197
511.5,511.73,13,198
512.07,512.8,7,199
513.1,523.37,21,200
523.47,527.03,12,201
527.13,531.7,21,202
536.87,537.13,25,203
541.07,545.03,7,205
545.97,546.63,7,206
546.67,547.9,12,207
547.97,548.37,16,208
555.53,558.17,24,210
560.83,561.1,16,211
561.83,562.9,7,212
563,563.67,11,213
563.77,565.17,12,214
565.27,567.27,16,215
567.27,567.83,14,216
567.9,568.4,7,217
568.5,569.43,11,218
571,573.27,11,219
573.37,574.03,5,220
574.1,574.57,16,221
574.6,578.6,14,222
578.6,592.67,3,223
593.07,598.47,13,224
601.03,603.73,3,227
605.7,605.93,19,228
606,606.33,13,229
606.43,607.77,19,230
608.47,613.4,3,231
614.2,615.27,9,233
615.33,619.73,11,234
622.17,623.03,9,235
623.07,623.83,25,236
623.9,624.5,9,237
625.03,625.57,9,238
630.03,631.3,11,240
636.8,637.5,11,242
637.6,638.67,15,243
639.07,640.5,11,244
648.77,656.2,11,245
657.8,658.17,16,246
658.23,658.87,14,247
658.93,659.63,4,248
659.7,660.97,18,249
