30,1
30.033,1
30.067,1
30.1,1
30.133,1
30.167,1
30.2,1
30.233,1
30.267,1
30.3,1
30.333,1
30.367,1
30.4,1
30.433,1
30.467,1
30.5,1
30.533,1
30.567,1
30.6,1
30.633,1
30.667,1
30.7,0
30.733,0
30.767,0
30.8,0
30.833,0
30.867,0
30.9,0
30.933,0
30.967,0
31,0
31.033,0
31.067,0
31.1,1
31.133,1
31.167,1
31.2,1
31.233,1
31.267,0
31.3,1
31.333,1
31.367,1
31.4,1
31.433,1
31.467,1
31.5,1
31.533,1
31.567,1
31.6,1
31.633,1
31.667,1
31.7,1
31.733,1
31.767,1
31.8,1
31.833,1
31.867,1
31.9,1
31.933,1
31.967,1
32,1
32.033,1
32.067,1
32.1,1
32.133,1
32.167,1
32.2,1
32.233,1
32.267,1
32.3,1
32.333,1
32.367,1
32.4,1
32.433,1
32.467,0
32.5,0
32.533,0
32.567,0
32.6,0
32.633,0
32.667,0
32.7,0
32.733,0
32.767,0
32.8,0
32.833,0
32.867,0
32.9,0
32.933,0
32.967,0
33,0
33.033,0
33.067,0
33.1,0
33.133,0
33.167,0
33.2,0
33.233,0
33.267,3
33.3,3
33.333,3
33.367,3
33.4,3
33.433,3
33.467,3
33.5,3
33.533,3
33.567,3
33.6,3
33.633,3
33.667,3
33.7,3
33.733,3
33.767,3
33.8,3
33.833,3
33.867,3
33.9,3
33.933,3
33.967,3
34,3
34.033,0
34.067,0
34.1,0
34.133,0
34.167,0
34.2,3
34.233,3
34.267,3
34.3,3
34.333,3
34.367,3
34.4,3
34.433,3
34.467,3
34.5,3
34.533,3
34.567,3
34.6,3
34.633,3
34.667,3
34.7,3
34.733,3
34.767,3
34.8,3
34.833,3
34.867,3
34.9,3
34.933,3
34.967,3
35,3
35.033,3
35.067,3
35.1,3
35.133,3
35.167,3
35.2,3
35.233,3
35.267,3
35.3,3
35.333,3
35.367,0
35.4,0
35.433,0
35.467,0
35.5,0
35.533,0
35.567,0
35.6,0
35.633,0
35.667,0
35.7,0
35.733,0
35.767,0
35.8,0
35.833,0
35.867,0
35.9,0
35.933,0
35.967,0
36,0
36.033,0
36.067,0
36.1,0
