64.297,65.795,5
66.359,68.914,5
66.359,68.914,23
69.337,70.566,5
72.064,73.1,5
79.876,86.22,5
79.876,86.22,11
79.876,86.22,11
87.08,91.049,11
91.648,95.433,11
96.081,100.87,11
103.2,106.05,21
106.97,108.55,21
124.42,125.46,12
127.86,129.13,12
131.28,132.02,12
133.03,137.06,16
154.94,155.93,13
157.13,158.75,13
163.98,167.89,22
168.58,169.21,22
195.6,196.5,21
197.18,198.17,21
198.53,202.9,21
203.52,204.94,21
209.06,210.37,21
218.31,219.02,1
219.53,220.74,11
236.48,237.62,11
271.7,274.82,2
275.37,275.92,2
277.5,278.28,2
316.26,317.09,10
333.37,335.13,11
336.9,338,11
340.66,342.53,11
362.14,363.95,4
367.74,368.62,4
369.34,371.21,4
373.72,374.51,11
415.05,416.42,11
416.95,417.8,11
418.97,419.92,11
428.05,431.29,5
469.29,472.83,2
473.33,475.03,2
476.45,477.04,2
501.51,502.94,11
504.5,505.44,11
506.89,508,21
513.54,515.54,7
538.07,540.4,7
540.93,542.64,7
543.09,544.99,7
546.04,547.98,7
548.45,550.22,7
553.13,554.05,7
555.79,556.78,7
557.74,558.62,7
559.93,560.93,7
561.66,562.59,7
565.8,567.24,7
568.19,568.86,5
572.92,573.32,4
573.73,574.22,4
576.98,577.59,3
579.1,582.08,3
589.72,590.14,3
592.09,593.06,13
594.33,595.99,13
594.33,595.99,3
598.49,599.2,13
598.49,599.2,19
598.49,599.2,3
608.33,611.09,13
612.35,613.2,13
614.86,615.67,13
617.27,619.5,13
621.21,622.66,9
640.24,641.8,11
